date, pm25, pm10, o3, no2, so2, co
2024/4/8, 78, 42, 47, 6, , 3
2024/4/9, 73, 37, 40, 4, 1, 2
2024/4/10, 57, 32, 40, 6, 1, 2
2024/4/11, 60, 27, 43, 5, 2, 2
2024/4/12, 59, 25, 42, 5, 2, 3
2024/4/13, 56, 24, 41, 5, 2, 2
2024/4/14, 53, 27, 42, 3, 1, 3
2024/4/15, 46, 25, 46, 4, 1, 3
2024/4/16, 54, 77, 41, 7, 1, 3
2024/4/17, 88, 99, 56, 5, 1, 2
2024/4/18, 118, 83, 67, 7, 1, 2
2024/4/19, 111, 55, 48, 4, 1, 2
2024/4/20, 78, 19, 44, 3, 1, 2
2024/4/21, 43, 22, 37, 4, 1, 2
2024/4/22, 45, 28, 35, 4, 1, 2
2024/4/23, 53, 28, 47, 5, 1, 2
2024/4/24, 51, 25, 51, 5, 1, 2
2024/4/25, 54, 24, 52, 6, 1, 2
2024/4/26, 50, 22, 51, 5, 1, 2
2024/4/27, 51, 21, 53, 5, 1, 2
2024/4/28, 48, 12, 43, 4, 1, 3
2024/4/29, 23, 18, 47, 4, 1, 3
2024/4/30, 34, 32, 39, 4, 1, 2
2024/5/1, 64, 27, 45, 5, 1, 2
2024/5/2, 57, 28, 59, 6, 2, 2
2024/5/3, 64, 28, 41, 5, 2, 2
2024/5/4, 57, 29, 38, 2, 2, 2
2024/5/5, 34, 23, 49, 4, 2, 3
2024/5/6, 47, 52, 70, 5, 1, 3
2024/5/7, 115, 20, 36, 4, 1, 2
2024/5/8, 48, 22, 48, 5, 1, 2
2024/5/9, 52, 19, 51, , 2, 2
2024/5/10, 47, 19, 41, 3, 1, 2
2024/5/11, 37, 28, 42, 3, 1, 2
2024/5/12, 34, 38, 48, 4, 1, 2
2024/5/13, 56, 29, 62, 5, 1, 2
2024/5/14, 59, 24, 57, 4, 1, 1
2024/5/15, 47, 31, 62, 3, 2, 1
2024/5/16, 46, 28, 53, 4, 1, 2
2024/5/17, 44, 20, 49, 4, 2, 2
2024/5/18, 37, 25, 50, 5, 4, 2
2024/5/19, 50, 26, 45, 5, 4, 2
2024/5/20, 60, 27, 42, , 1, 2
2024/5/21, 62, 26, 38, 4, 1, 2
2024/5/22, 53, 29, 46, 5, 1, 2
2024/5/23, 60, 33, 61, 5, 2, 2
2024/5/24, 71, 27, 42, 3, 1, 2
2024/5/25, 48, 21, 39, 3, 2, 2
2024/5/26, 38, 16, 44, 4, 2, 1
2024/5/27, 30, 15, 41, 3, 2, 
2024/5/28, 35, 21, 38, 4, 2, 2
2024/5/29, 40, 17, 45, 4, 2, 1
2024/5/30, 39, 16, 41, 5, 2, 2
2024/5/31, 36, 18, 48, 3, 2, 2
2024/6/1, 39, 20, 50, 3, 2, 2
2024/6/2, 44, 20, 52, 2, 2, 1
2024/6/3, 43, 22, 44, 4, 2, 2
2024/6/4, 48, 20, 40, 3, 2, 2
2024/6/5, 44, 19, 47, 4, 2, 2
2024/6/6, 47, 19, 44, 4, 3, 2
2024/6/7, 46, 13, 37, 3, 2, 2
2024/6/8, 27, 12, 35, 3, 2, 2
2024/6/9, 32, 24, 52, 4, 2, 1
2024/6/10, 55, 27, 52, 5, 1, 1
2024/6/11, 61, 21, 32, 5, 1, 1
2024/6/12, 53, 20, 31, 4, 1, 1
2024/6/13, 56, 31, 38, 4, 2, 2
2024/6/14, 78, 18, 33, 4, 1, 2
2024/6/15, 45, 23, 35, 4, 1, 2
2024/6/16, 61, 19, 30, 6, 1, 2
2024/6/17, 46, 19, 60, 5, 1, 2
2024/6/18, 43, 20, 53, 4, 1, 2
2024/6/19, 49, 14, 45, 3, 1, 2
2024/6/20, 21, 18, 37, 3, 1, 2
2024/6/21, 37, 18, 27, 3, 1, 2
2024/6/22, 35, 20, 40, 4, 1, 2
2024/6/23, 38, 26, 57, 3, 1, 3
2024/6/24, 63, 44, 35, 5, 1, 2
2024/6/25, 78, 30, 45, 5, 1, 2
2024/6/26, 56, 13, 32, 4, 1, 2
2024/6/27, 19, 16, 36, 4, 1, 2
2024/6/28, 36, 17, 37, 3, 1, 2
2024/6/29, 32, 26, 26, 2, 1, 2
2024/6/30, 26, 17, 26, 4, 1, 2
2024/1/1, 80, 32, 36, 5, 1, 3
2024/1/2, 77, 29, 37, 4, 1, 2
2024/1/3, 69, 40, 33, 6, 1, 4
2024/1/4, 87, 36, 38, 6, 1, 3
2024/1/5, 76, 36, 38, 5, 1, 3
2024/1/6, 75, 25, 31, 3, 1, 2
2024/1/7, 48, 19, 28, 5, 1, 2
2024/1/8, 44, 18, 26, 9, 1, 2
2024/1/9, 46, 22, 32, 3, 1, 3
2024/1/10, 60, 18, 33, 4, 1, 2
2024/1/11, 41, 54, 41, 8, 2, 4
2024/1/12, 139, 29, 36, 4, 2, 2
2024/1/13, 56, 24, 62, 6, 1, 2
2024/1/14, 61, 14, 35, 3, 1, 2
2024/1/15, 43, 12, 32, 4, 1, 1
2024/1/16, 26, 19, 37, 5, 1, 2
2024/1/17, 33, 26, 32, 6, 1, 3
2024/1/18, 45, 17, 31, 3, 1, 3
2024/1/19, 32, 16, 31, 3, 1, 2
2024/1/20, 26, 9, 27, 3, 1, 2
2024/1/21, 20, 14, 33, 2, , 2
2024/1/22, 33, 9, 32, 2, 1, 2
2024/1/23, 23, 12, 33, 2, , 2
2024/1/24, 29, 18, 34, 2, 1, 2
2024/1/25, 40, 19, 37, 3, 1, 2
2024/1/26, 48, 38, 40, 5, 1, 3
2024/1/27, 82, 28, 39, 4, 1, 3
2024/1/28, 64, 32, 39, 7, 1, 3
2024/1/29, 62, 29, 33, 8, 1, 3
2024/1/30, 68, 22, 31, 4, 1, 3
2024/1/31, 48, 15, 35, 4, 1, 3
2024/2/1, 36, 12, 30, 4, 1, 3
2024/2/2, 27, 14, 34, 3, 1, 2
2024/2/3, 29, 17, 34, 3, 1, 2
2024/2/4, 28, 10, 32, 3, 1, 2
2024/2/5, 22, 11, 34, 3, , 3
2024/2/6, 31, 27, 39, 3, , 4
2024/2/7, 66, 23, 38, 3, , 3
2024/2/8, 60, 21, 40, 2, , 3
2024/2/9, 55, 53, 49, 5, , 5
2024/2/10, 123, 54, 46, 5, 1, 5
2024/2/11, 126, 48, 46, 5, 1, 4
2024/2/12, 93, 37, 44, 4, 1, 3
2024/2/13, 66, 19, 33, 4, 1, 3
2024/2/14, 40, 19, 36, 4, , 3
2024/2/15, 43, 20, 35, 3, , 3
2024/2/16, 44, 18, 42, 5, 1, 2
2024/2/17, 37, 20, 37, 4, , 3
2024/2/18, 32, 37, 34, 4, , 4
2024/2/19, 58, 19, 30, 4, , 4
2024/2/20, 37, 9, 30, 3, , 3
2024/2/21, 11, 8, 31, 2, , 3
2024/2/22, 19, 12, 30, 3, , 3
2024/2/23, 28, 15, 32, 2, , 3
2024/2/24, 32, 9, 31, 3, , 3
2024/2/25, 27, 18, 37, 3, , 3
2024/2/26, 49, 24, 37, 3, , 3
2024/2/27, 45, 24, 38, , , 2
2024/2/28, 47, 14, 36, , 1, 3
2024/2/29, 36, 34, 37, 3, , 2
2024/3/1, 64, 20, 35, 3, 1, 2
2024/3/2, 45, 52, 43, 6, 1, 4
2024/3/3, 103, 41, 44, 6, 1, 4
2024/3/4, 82, 13, 40, 4, 1, 3
2024/3/5, 30, 23, 42, 4, 1, 3
2024/3/6, 48, 32, 43, 4, 1, 3
2024/3/7, 66, 40, 45, 4, 1, 3
2024/3/8, 78, 29, 39, 4, 1, 2
2024/3/9, 55, 17, 42, 4, 1, 2
2024/3/10, 37, 16, 37, 6, 1, 2
2024/3/11, 36, 26, 44, 4, 1, 3
2024/3/12, 59, 25, 45, 4, , 3
2024/3/13, 56, 30, 61, 6, 1, 3
2024/3/14, 64, 25, 52, 6, 1, 3
2024/3/15, 54, 24, 51, 5, 1, 3
2024/3/16, 53, 23, 47, 4, 1, 3
2024/3/17, 39, 46, 45, 4, 1, 2
2024/3/18, 58, 50, 45, 4, 1, 3
2024/3/19, 65, 26, 39, 3, 1, 2
2024/3/20, 48, 21, 42, 5, 1, 3
2024/3/21, 43, 37, 56, 5, 1, 3
2024/3/22, 51, 45, 44, 4, 1, 3
2024/3/23, 60, 23, 41, 4, 1, 4
2024/3/24, 46, 21, 40, 4, 1, 3
2024/3/25, 34, 10, 37, 3, 1, 3
2024/3/26, 22, 15, 40, 6, 1, 2
2024/3/27, 37, 20, 40, 3, 1, 2
2024/3/28, 24, 42, 53, 6, 1, 3
2024/3/29, 69, 49, 56, 7, 1, 4
2024/3/30, 98, 53, 49, 7, 1, 3
2024/3/31, 89, 38, 53, 8, 1, 3
2023/10/1, 49, 17, 38, 1, 1, 2
2023/10/2, 31, 19, 37, 2, 1, 3
2023/10/3, 30, 15, 59, 2, 1, 3
2023/10/4, 29, 30, 53, 1, 1, 3
2023/10/5, 41, 16, 32, 2, 1, 2
2023/10/6, 28, 17, 35, 3, 1, 3
2023/10/7, 40, 18, 35, 1, 1, 
2023/10/8, 32, 17, 35, 2, 1, 3
2023/10/9, 31, 18, 44, 2, 1, 3
2023/10/10, 42, 22, 44, 2, 1, 3
2023/10/11, 46, 20, 41, 3, 1, 
2023/10/12, 40, 21, 43, 3, 1, 
2023/10/13, 49, 24, 48, 2, 1, 2
2023/10/14, 49, 21, 49, 2, 1, 
2023/10/15, 49, 27, 50, 2, 1, 2
2023/10/16, 51, 22, 37, 3, 1, 2
2023/10/17, 32, 16, 41, 3, 1, 2
2023/10/18, 22, 16, 40, 3, 1, 2
2023/10/19, 27, 15, 34, 2, 1, 2
2023/10/20, 25, 19, 33, 2, 1, 2
2023/10/21, 25, 20, 40, 3, 1, 
2023/10/22, 33, 19, 44, 3, , 2
2023/10/23, 36, 17, 43, 3, 1, 2
2023/10/24, 35, 18, 47, 3, 1, 3
2023/10/25, 42, 25, 58, 3, 1, 3
2023/10/26, 53, 26, 48, 2, 1, 2
2023/10/27, 58, 33, 49, 4, 1, 3
2023/10/28, 63, 27, 51, 3, 1, 
2023/10/29, 56, 18, 42, 3, 1, 2
2023/10/30, 41, 21, 49, 4, 1, 2
2023/10/31, 41, 19, 42, 3, 1, 2
2023/11/1, 37, 20, 42, 3, 1, 2
2023/11/2, 37, 18, 37, 2, 1, 2
2023/11/3, 38, 19, 32, 3, 1, 2
2023/11/4, 32, 25, 34, 1, 1, 2
2023/11/5, 40, 28, 32, 2, 1, 3
2023/11/6, 45, 31, 30, 2, 1, 2
2023/11/7, 55, 22, 36, 4, , 3
2023/11/8, 47, 17, 40, 4, , 3
2023/11/9, 42, 16, 35, 2, , 2
2023/11/10, 31, 17, 32, 2, , 2
2023/11/11, 35, 17, 32, 2, 1, 2
2023/11/12, 40, 15, 32, 3, 1, 2
2023/11/13, 37, 17, 32, 2, , 2
2023/11/14, 33, 20, 35, 4, 1, 3
2023/11/15, 52, 19, 36, 5, 1, 3
2023/11/16, 48, 21, 30, 3, 1, 2
2023/11/17, 41, 18, 30, 2, , 2
2023/11/18, 41, 26, 39, 4, 1, 3
2023/11/19, 53, 32, 36, 5, 1, 3
2023/11/20, 60, 21, 44, 6, 1, 3
2023/11/21, 48, 18, 40, 4, 1, 2
2023/11/22, 47, 39, 62, 5, 1, 3
2023/11/23, 88, 21, 28, 2, 1, 1
2023/11/24, 42, 15, 28, 3, , 1
2023/11/25, 32, 15, 34, 4, 1, 2
2023/11/26, 37, 31, 40, 4, 1, 3
2023/11/27, 66, 47, 31, 5, 1, 3
2023/11/28, 86, 28, 29, 5, 1, 2
2023/11/29, 52, 18, 30, 3, 1, 2
2023/11/30, 41, 13, 28, 3, 1, 2
2023/12/1, 36, 19, 30, 4, 1, 2
2023/12/2, 39, 34, 34, 4, 1, 2
2023/12/3, 70, 26, 31, 5, 1, 2
2023/12/4, 58, 21, 37, 4, 1, 2
2023/12/5, 50, 46, 51, 7, 1, 3
2023/12/6, 96, 57, 39, 5, 1, 2
2023/12/7, 71, 68, 53, 4, 1, 3
2023/12/8, 80, 41, 46, 4, 1, 2
2023/12/9, 59, 25, 33, 3, 1, 2
2023/12/10, 48, 15, 31, 2, 1, 2
2023/12/11, 32, 10, 23, 3, 1, 2
2023/12/12, 25, 15, 30, 3, 1, 2
2023/12/13, 30, 19, 37, 3, 1, 2
2023/12/14, 33, 20, 35, 3, 1, 3
2023/12/15, 35, 12, 31, 2, 1, 2
2023/12/16, 30, 11, 30, 2, , 1
2023/12/17, 28, 11, 28, 2, , 1
2023/12/18, 30, 12, 30, 3, 1, 1
2023/12/19, 32, 26, 33, 3, 1, 2
2023/12/20, 48, 11, 30, 3, 1, 2
2023/12/21, 31, 12, 29, 3, , 2
2023/12/22, 33, 12, 30, 3, 1, 1
2023/12/23, 35, 23, 30, 5, 1, 2
2023/12/24, 54, 32, 31, 4, 1, 2
2023/12/25, 73, 34, 31, 6, 1, 3
2023/12/26, 78, 32, 36, 5, 1, 3
2023/12/27, 76, 31, 38, 5, 1, 2
2023/12/28, 73, 48, 40, 6, 1, 3
2023/12/29, 107, 34, 41, 7, 1, 3
2023/12/30, 83, 51, 39, 5, 1, 5
2023/12/31, 110, 32, 37, 5, 1, 4
2023/7/1, 36, 20, 34, 2, 1, 
2023/7/2, 45, 16, 30, 2, 1, 3
2023/7/3, 32, 13, 28, 3, 1, 
2023/7/4, 47, 30, 54, 3, 1, 4
2023/7/5, 62, 22, 66, 3, 1, 4
2023/7/6, 54, 18, 37, 3, 1, 4
2023/7/7, 47, 18, 38, 2, 1, 3
2023/7/8, 44, 36, 36, 2, 1, 3
2023/7/9, 81, 35, 32, 2, 1, 3
2023/7/10, 71, 21, 20, 1, 1, 3
2023/7/11, 52, 20, 20, 1, 1, 3
2023/7/12, 45, 15, 16, 1, 1, 3
2023/7/13, 34, 14, 16, 1, 1, 
2023/7/14, 22, 9, 16, 1, 1, 2
2023/7/15, 7, 8, 16, 1, 1, 3
2023/7/16, 14, 5, 13, 2, 1, 3
2023/7/17, 14, 10, 27, 1, 1, 3
2023/7/18, 16, 4, 22, 1, 1, 3
2023/7/19, 12, 8, 23, 3, 1, 3
2023/7/20, 30, 10, 30, 3, 1, 3
2023/7/21, 27, 10, 17, 1, 1, 3
2023/7/22, 17, 15, 14, 1, 1, 
2023/7/23, 19, 13, 30, 1, 1, 3
2023/7/24, 16, 14, 12, 3, 1, 3
2023/7/25, 19, 15, 10, 2, 1, 3
2023/7/26, 31, 25, 18, 2, 1, 3
2023/7/27, 54, 17, 12, 2, 1, 3
2023/7/28, 36, 18, 23, 2, 1, 3
2023/7/29, 33, 23, 18, 3, 1, 
2023/7/30, 30, 21, 21, 2, 1, 
2023/7/31, 46, 21, 30, 2, 1, 3
2023/8/1, 40, 20, 29, 2, 1, 3
2023/8/2, 45, 29, 21, 2, 1, 
2023/8/3, 42, 37, 17, 1, 1, 
2023/8/4, 44, 19, 42, 2, 1, 4
2023/8/5, 45, 19, 32, 2, 1, 3
2023/8/6, 46, 18, 38, 2, 1, 3
2023/8/7, 45, 22, 29, 2, 1, 3
2023/8/8, 49, 17, 21, 1, 1, 3
2023/8/9, 43, 13, 34, 2, 1, 3
2023/8/10, 34, 22, 62, 3, 1, 4
2023/8/11, 62, 15, 47, 3, 1, 4
2023/8/12, 73, , 46, 3, 1, 4
2023/8/14, 48, 26, 37, 2, 1, 3
2023/8/15, 41, 28, 40, 3, 1, 3
2023/8/16, 54, 20, 38, 2, 1, 3
2023/8/17, 43, 14, 27, 2, 1, 3
2023/8/18, 21, 16, 42, 3, 1, 3
2023/8/19, 33, 18, 28, 2, 1, 3
2023/8/20, 41, 16, 15, 2, 1, 
2023/8/21, 34, 18, 23, 1, , 
2023/8/22, 25, 21, 49, 1, 1, 4
2023/8/23, 24, 13, 41, 2, 1, 3
2023/8/24, 17, 24, 48, 2, 1, 3
2023/8/25, 35, 23, 46, 1, 1, 
2023/8/26, 39, 20, 47, 1, 1, 3
2023/8/27, 37, 22, 30, 1, 1, 2
2023/8/28, 29, 17, 19, 1, , 2
2023/8/29, 15, 10, 37, 1, 1, 3
2023/8/30, 8, 11, 34, 2, 1, 3
2023/8/31, 14, 18, 29, 2, 1, 3
2023/9/1, 27, 21, 18, 1, 1, 3
2023/9/2, 15, 24, 18, 1, 2, 
2023/9/3, 31, 23, 30, 1, 2, 
2023/9/4, 41, 18, 40, 2, 1, 3
2023/9/5, 32, 19, 35, 2, 1, 3
2023/9/6, 39, 21, 46, 2, , 
2023/9/7, 42, 18, 36, 2, , 3
2023/9/8, 29, 17, 44, 2, 1, 4
2023/9/9, 39, 23, 42, 2, 1, 3
2023/9/10, 40, 22, 38, 2, 1, 3
2023/9/11, 32, 23, 31, 1, 1, 3
2023/9/12, 51, 24, 34, 2, 1, 3
2023/9/13, 60, 14, 28, 2, 1, 3
2023/9/14, 35, 11, 35, 2, 1, 3
2023/9/15, 17, 13, 19, 2, 1, 3
2023/9/16, 18, 11, 32, 2, 1, 3
2023/9/17, 12, 13, 35, 2, 1, 3
2023/9/18, 16, 15, 39, 2, 1, 
2023/9/19, 26, 20, 40, 2, , 3
2023/9/20, 43, 15, 38, 1, 1, 3
2023/9/21, 19, 13, 32, 2, 1, 4
2023/9/22, 26, 18, 38, 1, 1, 3
2023/9/23, 35, 25, 37, 1, 1, 
2023/9/24, 34, 24, 39, 2, 1, 3
2023/9/25, 38, 19, 37, 2, 1, 4
2023/9/26, 42, 16, 46, 3, 1, 4
2023/9/27, 33, 21, 46, 2, 1, 5
2023/9/28, 54, 35, 62, 2, 1, 5
2023/9/29, 72, 23, 40, 2, 1, 4
2023/9/30, 49, 29, 45, 1, 1, 3
2023/4/1, 80, 42, 62, 4, 2, 4
2023/4/2, 72, 31, 47, 4, 1, 4
2023/4/3, 48, 37, 46, 3, 2, 4
2023/4/4, 39, 30, 42, 2, 2, 5
2023/4/5, 43, 27, 45, 4, 1, 5
2023/4/6, 73, 44, 48, 3, 1, 4
2023/4/7, 89, 31, 43, 2, 2, 2
2023/4/8, 24, 49, 42, 4, 2, 2
2023/4/9, 33, 31, 44, 3, 2, 2
2023/4/10, 24, 24, 37, 2, 1, 3
2023/4/11, 29, 171, 42, 2, 1, 2
2023/4/12, 108, 76, 46, 4, 1, 2
2023/4/13, 55, 33, 39, 3, , 3
2023/4/14, 46, 26, 46, 1, 2, 3
2023/4/15, 45, 72, 53, 3, , 3
2023/4/16, 84, 72, 55, 3, , 3
2023/4/17, 71, 47, 47, 1, 1, 4
2023/4/18, 54, 30, 34, 2, 1, 4
2023/4/19, 47, 40, 42, 5, 2, 3
2023/4/20, 63, 59, 46, 2, 2, 3
2023/4/21, 66, 125, 40, 2, 1, 3
2023/4/22, 107, 49, 41, 2, 1, 3
2023/4/23, 52, 24, 40, 2, 1, 2
2023/4/24, 26, 10, 35, 3, 1, 3
2023/4/25, 18, 27, 49, 3, 1, 3
2023/4/26, 38, 15, 49, 4, 1, 3
2023/4/27, 25, 19, 42, 3, 1, 4
2023/4/28, 40, 22, 37, 2, 1, 4
2023/4/29, 48, 28, 48, 3, 1, 2
2023/4/30, 39, 48, 56, 4, 1, 3
2023/5/1, 67, 31, 59, 6, 1, 3
2023/5/2, 49, 23, 46, 4, 2, 3
2023/5/3, 40, 15, 45, 1, 1, 3
2023/5/4, 26, 28, 34, 2, 1, 
2023/5/5, 31, 13, 34, 3, 1, 4
2023/5/6, 35, 16, 36, 2, 1, 4
2023/5/7, 39, 22, 44, 3, 1, 3
2023/5/8, 57, 23, 59, 3, , 3
2023/5/9, 57, 25, 74, 4, , 3
2023/5/10, 49, 30, 69, 4, 1, 4
2023/5/11, 55, 24, 52, 3, 1, 3
2023/5/12, 35, 6, 45, 2, 1, 3
2023/5/13, 12, 12, 50, 3, 1, 3
2023/5/14, 19, 38, 95, 4, 1, 4
2023/5/15, 75, 25, 60, 4, 1, 4
2023/5/16, 53, 29, 56, 2, 1, 5
2023/5/17, 35, 9, 51, 2, 1, 3
2023/5/18, 17, 7, 44, 2, 1, 
2023/5/19, 16, 27, 52, 3, 1, 
2023/5/20, 56, 21, 43, 2, 1, 4
2023/5/21, 51, 22, 37, 3, 1, 3
2023/5/22, 41, 93, 55, 3, , 4
2023/5/23, 101, 54, 53, 4, , 3
2023/5/24, 65, 23, 51, 2, 1, 3
2023/5/25, 37, 26, 39, 2, 1, 3
2023/5/26, 30, 24, 34, 2, 2, 4
2023/5/27, 13, 17, 32, 1, 1, 
2023/5/28, 14, 5, 16, 1, 1, 
2023/5/30, 5, 8, 39, 2, 2, 4
2023/5/31, 41, 2, 24, 5, 1, 3
2023/6/1, 6, 20, 69, 3, , 2
2023/6/2, 53, 38, 60, 2, 1, 2
2023/6/3, 72, 22, 59, 4, , 2
2023/6/4, 62, 15, 46, 4, 1, 2
2023/6/5, 54, 6, 53, 2, 1, 3
2023/6/6, 34, 12, 52, 2, 1, 2
2023/6/7, 53, 8, 47, 3, 1, 2
2023/6/8, 26, 11, 52, 2, 1, 3
2023/6/9, 42, 11, 42, 2, 1, 2
2023/6/10, 32, 9, 33, 2, 1, 
2023/6/11, 29, 23, 31, 3, 1, 
2023/6/12, 40, 17, 34, 3, 1, 3
2023/6/13, 37, 20, 52, 3, 1, 2
2023/6/14, 54, 28, 60, 3, 1, 2
2023/6/15, 63, 25, 55, 2, 1, 2
2023/6/16, 64, 23, 43, 2, 1, 1
2023/6/17, 62, 19, 47, 3, 1, 1
2023/6/18, 59, 28, 53, 4, , 2
2023/6/19, 71, 32, 41, 2, 1, 1
2023/6/20, 69, 17, 40, 2, 1, 2
2023/6/21, 48, 21, 49, 5, 1, 1
2023/6/22, 54, 24, 57, 5, 1, 1
2023/6/23, 65, 23, 40, 3, 1, 1
2023/6/24, 61, 22, 51, 2, 1, 1
2023/6/25, 53, 17, 15, 1, 1, 3
2023/6/26, 38, 13, 15, 2, 1, 3
2023/6/27, 27, 14, 18, 2, 1, 3
2023/6/28, 15, 24, 18, 2, 1, 
2023/6/29, 18, 21, 33, 2, 1, 4
2023/6/30, 25, 17, 37, 2, 1, 3
2023/1/2, 16, 19, 36, 3, 1, 3
2023/1/3, 33, 19, 50, 3, 1, 3
2023/1/4, 41, 52, 50, 8, 1, 4
2023/1/5, 122, 42, 46, 7, 1, 4
2023/1/6, 96, 67, 39, 5, 1, 4
2023/1/7, 89, 60, 42, 6, 1, 4
2023/1/8, 73, 53, 52, 5, 1, 4
2023/1/9, 76, 25, 34, 3, 1, 3
2023/1/10, 44, 16, 33, 4, 1, 3
2023/1/11, 28, 14, 36, 4, 1, 3
2023/1/12, 29, 18, 35, 3, , 4
2023/1/13, 26, 12, 26, 4, , 4
2023/1/14, 39, 15, 33, 1, 1, 3
2023/1/15, 30, 14, 33, 1, 1, 2
2023/1/16, 20, 13, 33, 2, , 
2023/1/17, 27, 36, 36, 4, 1, 4
2023/1/18, 72, 47, 35, 3, 1, 3
2023/1/19, 59, 61, 32, 4, 1, 4
2023/1/20, 76, 17, 31, 3, 1, 
2023/1/21, 26, 11, 33, 3, 1, 3
2023/1/22, 16, 28, 37, 2, 1, 3
2023/1/23, 47, 18, 32, 1, , 3
2023/1/24, 34, 7, 31, 3, , 2
2023/1/25, 12, 8, 33, 4, 1, 3
2023/1/26, 17, 16, 29, 2, 1, 3
2023/1/27, 36, 16, 31, 1, , 3
2023/1/28, 22, 41, 37, 4, 1, 4
2023/1/29, 61, 34, 34, 3, 1, 3
2023/1/30, 34, 22, 44, 5, 1, 3
2023/1/31, 24, 32, 47, 3, 1, 3
2023/2/1, 50, 21, 34, 3, 1, 2
2023/2/2, 14, 18, 37, 2, 1, 
2023/2/3, 11, 31, 42, 4, 2, 4
2023/2/4, 44, 23, 40, 4, 1, 3
2023/2/5, 41, 15, 35, 5, 1, 3
2023/2/6, 32, 22, 38, 6, 2, 4
2023/2/7, 49, 25, 45, 3, 1, 3
2023/2/8, 43, 26, 41, 4, 1, 3
2023/2/9, 49, 10, 48, 2, 1, 3
2023/2/10, 21, 23, 36, 5, , 4
